t[s],Accel_Longitudinal[g],GPSVehicleSpeed[km/h],lynk_AccPedPos2[%],lynk_EngineSpeed[rpm],lynk_EnToqWInt[-],lynk_GearPosDes[]
353.6,0.007953573,65.23463576,14.9765625,2377.818354,47,4
353.65,0.030868312,65.27652657,14.9765625,2380.137013,47,4
353.7,0.019966225,65.28662332,14.9765625,2381,47,4
353.75,0.014092031,65.26127342,14.9765625,2382.306714,47,4
353.8,0.020638876,65.26467602,14.9765625,2381.648194,47,4
353.85,0.016715378,65.27800457,14.9765625,2381.990553,47,4
353.9,0.019727142,65.30567475,14.9765625,2381.174157,47,4
353.95,0.020286363,65.30962425,14.9765625,2381.462485,47,4
354,0.033134748,65.32628856,14.89544616,2383.99769,47,4
354.05,0.004671885,65.35087569,14.9765625,2382,47,4
354.1,0.016654827,65.36133247,14.9765625,2382.4265,47,4
354.15,0.023604001,65.39407085,14.9765625,2385,47,4
354.2,0.026175474,65.4186026,14.9765625,2382.45857,47,4
354.25,0.020210342,65.42697394,14.9765625,2384.312688,47,4
354.3,0.014436003,65.41386897,14.9765625,2383.533866,47,4
354.35,0.021909946,65.4110997,14.9765625,2386.572019,47,4
354.4,0.00181445,65.42692934,14.9765625,2386,47,4
354.45,0.017656972,65.42412311,14.9765625,2386.072779,47,4
354.5,0.024,65.42389587,14.9765625,2388,47,4
354.55,0.02168932,65.4540219,14.9765625,2385,47,4
354.6,0.028031704,65.50846406,14.9765625,2387.036199,47,4
354.65,0.01563485,65.50361469,14.9765625,2388,47,4
354.7,0.00902702,65.52411644,14.9765625,2387.311485,47,4
354.75,0.019676939,65.54049035,14.9765625,2390.044557,47,4
354.8,0.018603375,65.52872537,14.9765625,2388.628873,47,4
354.85,0.02842047,65.52950907,14.9765625,2390.5,47,4
354.9,0.023,65.5482158,14.9765625,2390.040103,47,4
354.95,0.02605908,65.55594997,14.9765625,2391.927848,47,4
355,0.027374047,65.56643286,14.9765625,2390.859403,47,4
355.05,0.012890323,65.55854327,14.9765625,2390.5,47,4
355.1,0.020761391,65.57386128,14.9765625,2394.165666,47,4
355.15,0.01689915,65.61034697,14.9765625,2390.763702,47,4
355.2,0.008418501,65.64712448,14.9765625,2390.067012,47,4
355.25,0.023709252,65.65081252,14.9765625,2395,47,4
355.3,0.026650362,65.66957174,14.9765625,2390.744422,47,4
355.35,0.02144397,65.67419328,14.9765625,2394.027702,47,4
355.4,0.028356698,65.67718643,14.9765625,2394.5,47,4
355.45,0.026617131,65.6983708,14.9765625,2394.83477,47,4
355.5,0.0079879,65.68874182,14.9765625,2392.555643,47,4
355.55,0.012998876,65.6772078,14.9765625,2395.911142,47,4
355.6,0.032339901,65.69422253,14.9765625,2395.827961,47,4
355.65,0.01672911,65.69990689,14.9765625,2393.011329,47,4
355.7,0.025248109,65.73413964,14.9765625,2396.784239,47,4
355.75,0.007650343,65.75279193,14.9765625,2397.503796,47,4
355.8,0.030662777,65.77562386,14.9765625,2396.017552,47,4
355.85,0.018744606,65.78049702,14.9765625,2399.291963,47,4
355.9,0.006590349,65.78087485,14.9765625,2397.365589,47,4
355.95,0.026583174,65.7882285,14.9765625,2399.519544,47,4
356,-0.002541967,65.79368152,14.9765625,2399,47,4
356.05,0.016800087,65.8125104,14.9765625,2400.164962,47,4
356.1,0.015569807,65.83478906,14.9765625,2398.022832,47,4
356.15,0.027906002,65.85192855,14.9765625,2399.57705,47,4
356.2,0.02269556,65.85999801,14.9765625,2401.166415,47,4
356.25,0.01512076,65.88327552,14.9765625,2401.5,47,4
356.3,0.012456165,65.88562637,14.9765625,2402.432488,47,4
356.35,0.019164482,65.88329359,14.9765625,2402.830539,47,4
356.4,0.041691015,65.91379247,14.9765625,2400.506137,47,4
356.45,0.020831478,65.91631552,14.9765625,2404,47,4
356.5,0.035170871,65.89394918,14.9765625,2400.219093,47,4
356.55,0.021650486,65.89602806,14.9765625,2404.542154,47,4
356.6,0.025041398,65.936347,14.9765625,2404.136798,47,4
356.65,0.026007103,65.95660891,14.9765625,2405.184597,47,4
356.7,0.017657899,65.97870896,14.9765625,2404.028708,47,4
356.75,0.012969751,65.97385971,14.9765625,2406.081987,47,4
356.8,0.027328087,65.97625831,14.9765625,2406.667702,47,4
356.85,0.016326007,65.97625345,14.9765625,2406.5,47,4
356.9,0.019336804,65.97910814,14.9765625,2406.282975,47,4
356.95,0.009,65.98000383,14.9765625,2407.058272,47,4
357,0.006384462,65.99699587,14.9765625,2406.034243,47,4
357.05,0.024044403,66.02164526,14.9765625,2410.5,47,4
357.1,0.032311756,65.98246094,14.9765625,2407.199292,47,4
357.15,0.016729754,65.92252703,14.9765625,2408.986489,46.00104166,4
357.2,0.020616857,65.88082745,14.8930641,2410,47,4
357.25,0.030108468,65.92068889,14.9765625,2409.5,47,4
357.3,0.027358099,65.99721504,14.9765625,2408.517802,46,4
357.35,0.01970888,66.01132763,14.9765625,2408.405474,47,4
357.4,0.01428789,66.04604654,14.9765625,2410.310027,47,4
357.45,0.03077443,66.09283778,14.9765625,2410.006737,46.99054105,4
357.5,0.027349562,66.12456424,14.9765625,2409.552935,47,4
357.55,0.012332111,66.12835849,14.9765625,2411.694119,47,4
357.6,0.018603856,66.17146007,14.9765625,2410.029557,47,4
357.65,0.016333757,66.20077379,14.9765625,2412.984124,47,4
357.7,0.001296667,66.19045722,14.9765625,2412,47,4
357.75,0.018012243,66.17931421,14.9765625,2414.514011,47,4
357.8,0.020802601,66.20811323,14.9765625,2412,47,4
357.85,0.011447506,66.20340943,14.9765625,2413.109585,47,4
357.9,0.01294416,66.20953675,14.9765625,2414.031447,47,4
357.95,0.01424215,66.23398843,14.9765625,2414.782941,47,4
358,0.018613757,66.25265976,14.9765625,2415.157613,47,4
358.05,0.014077371,66.2564781,14.9765625,2416.473134,47,4
358.1,0.026169447,66.25928874,14.9765625,2416.149685,47,4
358.15,0.024525,66.27187779,14.9765625,2418.796549,47,4
358.2,0.027314921,66.27225501,14.9765625,2414.499141,46,4
358.25,0.02012076,66.28773258,14.9765625,2415.328261,47,4
358.3,0.005463387,66.29867519,14.9765625,2416.133456,47,4
358.35,0.028390873,66.31185829,14.9765625,2418.95161,47,4
358.4,0.041202868,66.33115983,14.9765625,2417.361201,46.68299557,4
358.45,0.014954789,66.33786928,14.9765625,2419.623914,47,4
358.5,0.008600488,66.35747698,14.9765625,2421.020073,47,4
358.55,0.019395246,66.36199083,14.9765625,2418.85908,46.26361759,4
358.6,0.020227802,66.38108344,14.9765625,2420.151107,47,4
358.65,0.004039015,66.40669593,14.9765625,2421.488339,46.03840307,4
358.7,0.019252266,66.43167203,14.9765625,2418.273836,46,4
358.75,0.027213733,66.41578448,14.9765625,2421.633447,46.61868658,4
358.8,0.011375048,66.39499971,14.9765625,2419.507556,47,4
358.85,0.018539091,66.42593891,14.9765625,2423.926069,46.2657394,4
358.9,0.016497912,66.42902894,14.9765625,2424.30871,47,4
358.95,0.028637186,66.41913871,14.9765625,2424.488553,47,4
359,0.015580555,66.43205051,14.9765625,2422.697043,46,4
359.05,0.028669902,66.4405857,14.9765625,2424.431613,47,4
359.1,0.039650248,66.47485975,14.9765625,2425.94167,47,4
359.15,0.039335022,66.47662885,14.9765625,2422.332612,46,4
359.2,0.023667766,66.45104702,14.9765625,2424.251129,47,4
359.25,0.005785014,66.48361979,14.9765625,2427.486927,47,4
359.3,0.041157147,66.52511653,14.9765625,2425.523336,46,4
359.35,0.019360537,66.55247098,14.9765625,2427,47,4
359.4,0.026302228,66.57478054,14.9765625,2423.496751,46.98109851,4
359.45,0.026714718,66.55840045,14.9765625,2427.340341,46,4
359.5,0.02397923,66.56094138,14.9765625,2425.742234,47,4
359.55,0.027154778,66.58848196,14.9765625,2425.947976,47,4
359.6,0.023584117,66.60697682,14.9765625,2428.094353,46,4
359.65,0.023219922,66.63406575,14.9765625,2427.519937,47,4
359.7,0.027911555,66.64475678,14.9765625,2427.525416,46.98918225,4
359.75,0.026606193,66.630363,14.91323763,2428.58224,46,4
359.8,0.025702292,66.63041098,14.9765625,2428.172744,46,4
359.85,0.016008441,66.6376551,14.9765625,2431.015108,46.00209685,4
359.9,0.019345161,66.6699411,14.9765625,2430,46,4
359.95,0.00539638,66.65957776,14.9765625,2431.172217,46.64009309,4
360,0.028312928,66.64113903,14.9765625,2430.00065,46,4
360.05,0.03925059,66.66775139,14.9765625,2432.862788,46,4
360.1,0.016519617,66.68859901,14.9765625,2428.675408,46.5930457,4
360.15,0.014001572,66.69504072,14.9765625,2430.569314,47,4
360.2,0.033863223,66.70564472,14.9765625,2432.274251,46,4
360.25,0.031805571,66.70924217,14.9765625,2433,46,4
360.3,0.022449007,66.73088464,14.9765625,2435.024735,46,4
360.35,0.021886382,66.72460675,14.9765625,2434.767576,46,4
360.4,0.023250924,66.71738938,14.9765625,2434.315845,46,4
360.45,0.022458697,66.75985065,14.9765625,2435.5,46,4
360.5,0.017297875,66.7805215,14.9765625,2433.058914,46,4
360.55,0.027304387,66.78424392,14.9765625,2434.5,46,4
360.6,0.02064275,66.79211002,14.9765625,2433.502108,46,4
360.65,0.04701938,66.82610953,14.9765625,2436.445826,46,4
360.7,0.018688986,66.85230832,14.9765625,2435.64213,46,4
360.75,0.015308249,66.8464004,14.9765625,2436.993202,46,4
360.8,0.030008584,66.84124973,14.9765625,2435.874202,46,4
360.85,0.017450601,66.86327567,14.9765625,2435.477117,46,4
360.9,0.02,66.86698662,14.9765625,2439.484529,46,4
360.95,0.01577156,66.85116388,14.9765625,2437.365249,46,4
361,0.006482199,66.85482714,14.9765625,2436.802953,46,4
361.05,0.015159575,66.90124458,14.9765625,2437.99337,47,4
361.1,0.019596476,66.9133006,14.9765625,2438.655913,46.66026969,4
361.15,0.022542787,66.91747043,14.9765625,2439.5,46,4
361.2,0.019718417,66.91997746,14.9765625,2436,46.04747301,4
361.25,0.007588064,66.91455736,14.9765625,2440.645569,46,4
361.3,0.019037653,66.92114918,14.9765625,2441.898613,46,4
361.35,0.019583412,66.93476432,14.9765625,2440.502875,46,4
361.4,0.0297636,66.95965846,14.9765625,2440.5,46,4
361.45,0.029718636,66.96895004,14.9765625,2441.67701,46,4
361.5,0.029877867,66.97011618,14.9765625,2442,46,4
361.55,0.029899886,66.97605327,14.9765625,2439.5,46,4
361.6,0.015325829,66.97199882,14.9765625,2440.5,46,4
361.65,0.016655317,66.9742042,14.9765625,2442.534544,46,4
361.7,0.015387175,67.00346924,14.9765625,2443.627481,46,4
361.75,0.031756021,67.00887846,14.9765625,2443.078111,46,4
361.8,0.025316551,67.01759887,14.9765625,2440.002008,46,4
361.85,0.022325124,67.01386421,14.9765625,2444.450092,46,4
361.9,0.020006336,67.03726459,14.9765625,2443.700449,46,4
361.95,0.018936395,67.07624386,14.9765625,2444.438681,46,4
362,0.024630877,67.08498169,14.88296631,2444.368657,46,4
362.05,0.025374705,67.07468394,14.9765625,2443.122394,46,4
362.1,0.017705364,67.05659928,14.9765625,2446,46,4
362.15,0.014312624,67.08377463,14.9765625,2444.355895,46,4
362.2,0.022481507,67.11940969,14.9765625,2446.124631,46,4
362.25,0.030783708,67.11488124,14.9765625,2447,46,4
362.3,0.022603687,67.11641079,14.9765625,2445.121113,46,4
362.35,0.02362117,67.12399317,14.91435012,2446.104806,46,4
362.4,0.020061386,67.14136743,14.9765625,2445.491676,46,4
362.45,0.02383684,67.15735844,14.9765625,2447.728705,46,4
362.5,0.024454123,67.14789754,14.89486845,2445.687547,46,4
362.55,0.018356346,67.15302868,14.9765625,2446.506116,46,4
362.6,0.010360623,67.14539665,14.9765625,2448.577898,46,4
362.65,0.031965634,67.14443016,14.9765625,2448.686976,46,4
362.7,0.026613346,67.18104418,14.9765625,2448.030314,46,4
362.75,0.012073107,67.17515629,14.9765625,2447.5,46,4
362.8,0.024735368,67.17645619,14.9765625,2449.857116,46,4
362.85,0.018361471,67.18828974,14.9765625,2446.502959,46,4
362.9,0.018326874,67.19366607,14.9765625,2447.863579,46,4
362.95,0.022415281,67.1961905,14.9765625,2449.327083,46,4
363,0.0147238,67.21416782,14.9765625,2448.00743,46,4
363.05,0.016321513,67.21859786,14.9765625,2451.128685,46,4
363.1,0.004648174,67.23192662,14.9765625,2448.063616,46,4
363.15,0.013255212,67.22131839,14.9765625,2450.961025,46,4
363.2,0.004133985,67.23487316,14.9765625,2452.293967,46,4
363.25,0.010243501,67.24105913,14.9765625,2451.726483,46,4
363.3,0.037,67.25316203,14.9765625,2452.098867,46,4
363.35,0.023689415,67.27606787,14.9765625,2451.801119,46,4
363.4,0.016000001,67.29556451,14.9765625,2454.467494,46,4
363.45,0.023248586,67.28733093,14.9765625,2453.550931,46,4
363.5,0.024378436,67.27628312,14.9765625,2452.642609,46,4
363.55,0.014250923,67.29072504,14.9765625,2455.532638,46,4
363.6,0.024401344,67.31248301,14.9765625,2454.498036,46,4
363.65,0.006514345,67.32372059,14.8884541,2454.700159,46,4
363.7,0.016353221,67.30309297,14.9765625,2452.804563,46,4
363.75,0.044891482,67.32790564,14.9765625,2454.867585,46,4
363.8,0.025270484,67.35520573,14.88431504,2453.454962,46,4
363.85,0.01534635,67.36834542,14.90305297,2453.5,46,4
363.9,0.019378734,67.37633823,14.82421875,2455,46,4
363.95,0.013965387,67.39803183,14.91461815,2456.5,46,4
364,0.020960868,67.40485121,14.88894064,2457.035592,45,4
364.05,0.013329774,67.4097602,14.82421875,2454.505024,45.98866262,4
364.1,0.020600008,67.41726111,14.91780155,2457.3832,46,4
364.15,0.007015207,67.39765803,14.82421875,2457.085521,45,4
364.2,0.024316944,67.40322677,14.9765625,2454.525636,45,4
364.25,0.019012242,67.38687148,14.82421875,2458.794974,45,4
364.3,0.022870549,67.37761617,14.9765625,2457.191888,45,4
364.35,0.019065396,67.38372892,14.88566927,2458.497892,45,4
364.4,0.015898567,67.40253461,14.82421875,2456.5,45.67363833,4
364.45,0.020043272,67.43773737,14.82421875,2458.71712,45,4
364.5,0.032805857,67.47565554,14.88403616,2458.985281,45.99381512,4
364.55,0.029811258,67.47199254,14.82421875,2456.876986,46,4
364.6,0.023131346,67.46686185,14.88237843,2457.798034,45,4
364.65,0.026105954,67.4822837,14.90851496,2456.978508,45.97548743,4
364.7,0.019174238,67.47022944,14.91100047,2458.152096,45,4
364.75,0.026106139,67.45493625,14.9068191,2458.193218,45,4
364.8,0.013669903,67.46089397,14.82421875,2456.472508,45,4
364.85,0.02035303,67.47026434,14.88252523,2459.102092,45,4
364.9,0.016997465,67.5009086,14.89425654,2458.081762,45,4
364.95,0.020047286,67.52477031,14.82421875,2459.504617,45,4
365,0.025329224,67.54523661,14.82421875,2459.858716,45,4
365.05,0.021674446,67.5480267,14.82421875,2460.182272,45,4
365.1,0.023647904,67.56157725,14.82421875,2459.502078,45,4
365.15,0.033464548,67.55555148,14.88234466,2460.497874,45.76908081,4
365.2,0.02463327,67.5281932,14.82421875,2461.704441,45,4
365.25,0.026209814,67.53017924,14.91684006,2458.014531,45,4
365.3,0.022617512,67.54111005,14.82421875,2459.925457,45,4
365.35,0.021617102,67.56982213,14.82421875,2459.296312,45,4
365.4,0.039978248,67.58683989,14.75929419,2460,45,4
365.45,0.006894729,67.58982274,13.68222946,2461.133253,44.75127085,4
365.5,0.021250618,67.60119726,7.038751347,2458.808649,37.19312128,4
365.55,0.0051679,67.5936282,0,2454.144835,31,4
365.6,0.008115348,67.58970646,0,2452.125148,18.14851868,4
365.65,0.005447067,67.57679046,0,2453.117704,12.39730056,4
365.7,0.000640918,67.53619276,0,2445.488772,7.009249499,4
365.75,-0.012790961,67.51261999,0,2447.743872,2.802071,4
365.8,-0.022536614,67.4987908,0,2447.888544,0,4
365.85,-0.016132889,67.43903536,0,2442.529461,-3.907907849,4
365.9,-0.018948275,67.39626862,0,2435.943832,-6.274845065,4
365.95,-0.010036038,67.35656098,0,2426.788288,-9,4
366,-0.014781635,67.28215148,0,2420.196785,-11.93509861,4
366.05,-0.020974971,67.2021213,0,2420.693674,-13,4
366.1,-0.022235775,67.11611614,0,2442.947236,-14,4
366.15,-0.016581623,67.0562845,0,2456.943705,-14,4
366.2,-0.016294875,66.99269977,0,2443.685764,-14,4
366.25,-0.014723131,66.93958594,0,2425.894611,-17,4
366.3,-0.022118607,66.8653679,0,2412.464364,-13,4
366.35,-0.021140128,66.80298338,0,2427.947784,-13,4
366.4,-0.022862272,66.74272359,0,2440.956764,-13,4
366.45,-0.006445973,66.68895762,0,2424.191072,-13,4
366.5,-0.025619951,66.59335585,0,2406.875489,-16,4
366.55,-0.028212999,66.45353167,0,2417.585531,-16,4
366.6,-0.03806128,66.31406427,0,2425.421829,-16,4
366.65,-0.044577316,66.18548563,0,2403.28177,-17.03181566,4
366.7,-0.075513948,66.086302,0,2390.201525,-20,4
366.75,-0.07266232,65.9820245,0,2404.398473,-20,4
366.8,-0.068366128,65.88859328,0,2402.106712,-20,4
366.85,-0.072131166,65.75328906,0,2380.897885,-24,4
366.9,-0.110859347,65.5259241,0,2370.512521,-24,4
366.95,-0.117866144,65.27568923,0,2374.623793,-24,4
367,-0.129220574,65.05357625,0,2364.97625,-24,4
367.05,-0.128353967,64.78187853,0,2341.606907,-24,4
367.1,-0.156158297,64.49534312,0,2339,-24,4
367.15,-0.157160699,64.20978785,0,2332.283812,-24,4
367.2,-0.152568169,63.91772497,0,2312.364779,-24,4
367.25,-0.172194745,63.64450633,0,2304.888919,-24,4
367.3,-0.174885857,63.36281564,0,2298.124824,-24,4
367.35,-0.181083743,63.06124154,0,2286.070601,-24,4
367.4,-0.167405254,62.74320701,0,2272.692678,-24,4
367.45,-0.174732663,62.40591052,0,2261.880533,-24,4
367.5,-0.175930739,62.09234572,0,2253.991626,-24,4
367.55,-0.178477599,61.79167241,0,2239.285498,-24,4
367.6,-0.180788303,61.50617948,0,2225.089093,-24,4
367.65,-0.17631516,61.17834348,0,2216.223885,-24,4
367.7,-0.180809322,60.80948919,0,2202.69099,-24,4
367.75,-0.163443263,60.47090345,0,2189.992899,-24,4
367.8,-0.160118048,60.15580097,0,2174.288636,-24,4
367.85,-0.178722649,59.83053438,0,2161.528316,-24,4
367.9,-0.199689691,59.53182756,0,2149.216134,-23,4
367.95,-0.192803661,59.24756521,0,2137.14768,-23,4
368,-0.205324639,58.95130533,0,2126.110524,-23,4
368.05,-0.20312758,58.61495494,0,2115.012031,-23,4
368.1,-0.216553958,58.20882016,0,2100.038828,-23,4
368.15,-0.213447063,57.74311425,0,2090.067491,-23,4
368.2,-0.228641519,57.26185697,0,2076.797288,-23,4
368.25,-0.182482178,56.81574997,0,2059.343614,-23,4
368.3,-0.216645586,56.41537759,0,2047.547434,-23,3
368.35,-0.1950014,56.04497067,0,2030.567346,-23,3
368.4,-0.210216976,55.62343294,0,2011.709563,-23,3
368.45,-0.212832113,55.20046645,0,1998.24716,-23,3
368.5,-0.202752868,54.79924672,0,1983.57058,-23,3
368.55,-0.240791102,54.42111576,0,1972.747168,-23,3
368.6,-0.247591635,54.00633305,0,1963.754926,-23,3
368.65,-0.22829808,53.56332839,0,1949.549524,-24,3
368.7,-0.226999144,53.10608695,0,1937.568842,-24,3
368.75,-0.222699175,52.66186396,0,1925.181658,-24,3
368.8,-0.23329527,52.20486445,0,1905.89412,-23,3
368.85,-0.246660816,51.81379192,0,1895.572479,-23,3
368.9,-0.249258739,51.43345922,0,1896.875867,-23,3
368.95,-0.263407041,50.99980735,0,1909.567107,-23.40123055,3
369,-0.24436624,50.53955161,0,1922.89648,-23,3
369.05,-0.253471462,50.06263272,0,1935.678227,-23,3
369.1,-0.26404435,49.57919767,0,1948.002635,-23,3
369.15,-0.254738969,49.11500829,0,1957.227426,-23,3
369.2,-0.276409539,48.67098123,0,1965.199966,-23,3
369.25,-0.231089177,48.18518767,0,1972.164178,-24,3
369.3,-0.262611349,47.73348571,0,1978.455163,-23,3
369.35,-0.247697635,47.26849262,0,1980.466942,-23,3
369.4,-0.232450984,46.85921526,0,1981.607992,-23,3
369.45,-0.214045787,46.46413636,0,1982.968932,-23,3
369.5,-0.189743265,46.09899623,0,1980.364037,-23,3
369.55,-0.178506797,45.7544405,0,1978.218347,-23,3
369.6,-0.152613046,45.40119261,0,1977.407647,-23,3
369.65,-0.122424773,45.11890012,0,1972.238751,-23,3
369.7,-0.085884405,44.91066535,0,1968.689611,-23,3
369.75,-0.074243692,44.69701394,0,1967.920779,-23,3
369.8,-0.057181047,44.53045452,0,1961.124875,-23,3
369.85,-0.055168662,44.39270527,0,1959.021672,-23,3
369.9,-0.052770417,44.30281816,0,1959.48158,-24,3
369.95,-0.047515225,44.22524822,0,1956.068244,-23,3
370,-0.046121237,44.14741532,0,1957.977268,-23,3
370.05,-0.056962854,44.06642817,0,1960.411741,-23,3
370.1,-0.060702694,43.96878256,0,1960.312947,-23,3
370.15,-0.036677456,43.87149833,0,1964.216252,-23,3
370.2,-0.041721875,43.76317376,0,1969.851992,-23,3
370.25,-0.035283496,43.64452563,0,1975.422989,-23,3
370.3,-0.035911339,43.52558174,0,1981.923839,-23,3
370.35,-0.048967799,43.44969133,0,1989.442337,-23,3
370.4,-0.032898466,43.36281139,0,1997.556009,-23,3
370.45,-0.036700086,43.25467373,0,2006.930863,-23,3
370.5,-0.027292539,43.17649982,0,2018.653778,-23,3
370.55,-0.039617651,43.1065674,0,2030.775405,-23,3
370.6,-0.030837768,43.04821979,0,2043.177595,-23,3
370.65,-0.037610772,42.92906152,0,2055.838218,-23,3
370.7,-0.031308262,42.81857548,0,2064.459063,-23,3
370.75,-0.032828841,42.7301774,0,2075.5,-23,3
370.8,-0.04053321,42.63028155,0,2088.808295,-23,3
370.85,-0.032847247,42.57938519,0,2096.175261,-23,3
370.9,-0.039331117,42.49445418,0,2102.661685,-23,3
370.95,-0.02585453,42.39706668,0,2103.976246,-23,3
371,-0.03079831,42.32646459,0,2102.138713,-23,3
371.05,-0.030730527,42.26066368,0,2100.571072,-23,3
371.1,-0.034607625,42.15123261,0,2101.521995,-23,3
371.15,-0.0253738,42.05693853,0,2108.660743,-23,3
371.2,-0.023458155,41.98828959,0,2106.976734,-23,3
371.25,-0.028174168,41.93482286,0,2097.986614,-23,3
371.3,-0.049517577,41.85190956,0,2091.06693,-23,3
371.35,-0.031177459,41.76497267,0,2087.506802,-23,3
371.4,-0.028392987,41.67123519,0,2089.416669,-23,3
371.45,-0.020363501,41.59775491,0,2084.257522,-23,3
371.5,-0.038186739,41.50249683,0,2079.267773,-23,3
371.55,-0.025053163,41.42410601,0,2073.960896,-23,3
371.6,-0.023996789,41.36457884,0,2068,-23,3
371.65,-0.030237909,41.27542772,0,2065.393082,-23,3
371.7,-0.030544583,41.20205849,0,2062.084164,-23,3
371.75,-0.023841559,41.14421187,0,2058.261752,-23,3
371.8,-0.035654251,41.07428655,0,2053.377827,-23,3
371.85,-0.046152753,40.9934478,0,2049.245446,-23,3
371.9,-0.03592176,40.89519994,0,2050.323821,-24,3
371.95,-0.032145226,40.84244346,0,2044.671374,-24,3
372,-0.031539325,40.76961481,0,2037.246271,-24,3
372.05,-0.030513146,40.66739798,0,2036.156776,-23,3
372.1,-0.030174096,40.61984485,0,2033.99169,-23,3
372.15,-0.026482493,40.5738506,0,2029.134622,-23,3
372.2,-0.023312147,40.50104943,0,2027.265015,-24,3
372.25,-0.027845576,40.41981646,0,2022.301113,-24,3
372.3,-0.026924075,40.33747573,0,2019.07054,-23,3
372.35,-0.020269551,40.26633874,0,2016.090239,-23,3
372.4,-0.042229873,40.1853898,0,2010.5,-23,3
372.45,-0.027246134,40.10513207,0,2006.528074,-23,3
372.5,-0.029350248,40.05512222,0,2005.750859,-23,3
372.55,-0.043240521,40.02145489,0,2001.715826,-23,3
372.6,-0.015496512,39.92808016,0,1995.6563,-23,3
372.65,-0.017008766,39.84092567,0,1993.396139,-23,3
372.7,-0.025718436,39.80406839,0,1991.712406,-23,3
372.75,-0.021137958,39.70813349,0,1985.596416,-23,3
372.8,-0.036808432,39.62476717,0,1981.284353,-23,3
372.85,-0.042388984,39.56761525,0,1979.215479,-23,3
372.9,-0.034536267,39.47677511,0,1977.080702,-23,3
372.95,-0.009017692,39.39261615,0,1974.833094,-23,3
373,-0.040611238,39.31706117,0,1967.859587,-23,3
373.05,-0.0275672,39.23366454,0,1961.828997,-23,3
373.1,-0.036631944,39.15482378,0,1961.679971,-23,3
373.15,-0.02175779,39.09212413,0,1956.380392,-23,3
373.2,-0.041450581,39.05133462,0,1948.699295,-23,3
373.25,-0.054139196,38.99026125,0,1949.047232,-23,3
373.3,-0.035904913,38.94023626,0,1948.31775,-23,3
373.35,-0.033266188,38.85820346,0,1943.130458,-23,3
373.4,-0.032993426,38.75122473,0,1937.773043,-23,3
373.45,-0.03350387,38.67864116,0,1933,-23,3
373.5,-0.03687762,38.61186392,0,1931.092453,-23,3
373.55,-0.023321845,38.54560785,0,1928.104285,-23,3
373.6,-0.043032879,38.49452342,0,1922.892407,-23,3
373.65,-0.034295426,38.41362246,0,1919.932845,-23,3
373.7,-0.039035346,38.34694291,0,1916.286745,-23,3
373.75,-0.031381431,38.25464138,0,1915.687162,-23,3
373.8,-0.036673933,38.15956592,0,1910.117654,-23,3
373.85,-0.041468404,38.09041329,0,1905.751267,-23,3
373.9,-0.038690635,38.00031177,0,1903.357417,-23,3
373.95,-0.018395716,37.91956746,0,1900.149854,-23,3
374,-0.020539159,37.86392342,0,1896.383585,-23,3
374.05,-0.007719399,37.81121271,0,1889.352606,-23,3
374.1,-0.035997087,37.74373467,0,1885.573823,-23,3
374.15,-0.036208161,37.68564068,0,1885,-23,3
374.2,-0.035704823,37.61727254,0,1881.005012,-23,3
374.25,-0.010336151,37.5051541,0,1876.422951,-23,3
374.3,-0.041817402,37.42051564,0,1871.645255,-23,3
374.35,-0.032246247,37.36563981,0,1871.569544,-23,3
374.4,-0.029353108,37.28492593,0,1866.702158,-23,3
374.45,-0.030525574,37.20843819,0,1861.880545,-23,3
374.5,-0.021138858,37.13474872,0,1855.439658,-23,3
374.55,-0.035939133,37.03665219,0,1852.150317,-23,3
374.6,-0.032777038,36.9557154,0,1852.766382,-23,3
374.65,-0.036111987,36.91214282,0,1847.282967,-23,3
374.7,-0.025968835,36.85032871,0,1842.461151,-23,3
374.75,-0.033242045,36.75896763,0,1838.7943,-23,3
374.8,-0.024372485,36.69196755,0,1838.5,-23,3
374.85,-0.021616717,36.63821783,0,1829.799615,-23,3
374.9,-0.018080193,36.54825089,0,1825.20923,-23,3
374.95,-0.027919017,36.47447169,0,1820.346098,-23,3
375,-0.027697522,36.37806574,0,1819.937535,-23,3
375.05,-0.034482803,36.27664585,0,1816.237364,-23,3
375.1,-0.015532376,36.23138826,0,1810.325836,-23,3
375.15,-0.025317288,36.16750464,0,1804.15678,-23,3
375.2,-0.030072989,36.05323634,0,1803.992266,-23,3
375.25,-0.020315644,35.96482768,3.799000093,1801.340895,-23,3
375.3,-0.026125947,35.91380992,16.41030323,1798.045547,-23,3
375.35,-0.018376788,35.84128557,20,1800.955933,-6,3
375.4,-0.001544636,35.77126089,20,1829.765048,-7,3
375.45,0.00164418,35.7797712,20,1825.27565,-1.100763615,3
375.5,0.000589463,35.8012525,20.15234375,1830.379082,4.243822661,3
375.55,0.009289425,35.74879421,20.15234375,1821.298196,10.15011587,3
375.6,0.029222534,35.73165172,20.15234375,1808.595234,18.6756105,3
375.65,0.025971704,35.7249412,20.15234375,1809.299336,24.34488073,3
375.7,0.007645065,35.73836997,20.15234375,1827.13604,30.6175737,3
375.75,0.037991712,35.74271413,20.15234375,1848.711464,37.81315975,3
375.8,0.045305782,35.74541387,20.15234375,1853.691684,46.17350027,3
375.85,0.04541151,35.78900905,20.15234375,1855.845008,51.561236,3
375.9,0.065701972,35.87418475,20.15234375,1859.417451,58.91816441,3
